87;27;0.0;1.0;0.0;1;1.0;0.0;1.0;0.0;1.0;4797;2769;80;560;0.0;35;0.0;1.0;0.0;1.0;0
110;28;0.0;1.0;1.0;1;1.0;0.0;0.0;0.0;0.0;5096;9899;1149;678;0.0;69;0.0;0.0;0.0;1.0;0
55;12;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;3746;202;36;0;0.0;147;0.0;1.0;0.0;1.0;0
76;21;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;4867;6550;270;875;0.0;141;0.0;0.0;0.0;1.0;0
96;29;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;4616;14120;553;585;0.0;157;0.0;0.0;0.0;0.0;0
37;11;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4775;21329;3055;474;0.0;155;0.0;0.0;0.0;1.0;0
102;30;0.0;1.0;1.0;1;1.0;0.0;1.0;0.0;1.0;4925;9385;177;510;0.0;20;0.0;0.0;0.0;1.0;0
48;13;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3842;23032;303;301;0.0;38;0.0;0.0;0.0;1.0;0
45;9;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;3632;704;75;543;0.0;22;1.0;1.0;0.0;1.0;0
84;25;0.0;1.0;1.0;1;1.0;0.0;1.0;0.0;0.0;4974;22902;5847;873;0.0;0;0.0;0.0;0.0;1.0;0
113;34;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;4290;25279;798;488;0.0;109;0.0;0.0;0.0;1.0;0
72;13;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4734;35948;515;571;0.0;150;0.0;0.0;0.0;1.0;0
129;25;0.0;1.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4266;8596;560;493;0.0;0;0.0;0.0;0.0;1.0;0
48;13;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3865;12738;1119;1205;0.0;24;0.0;0.0;0.0;1.0;0
113;39;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;3737;2937;31;294;0.0;150;0.0;0.0;0.0;1.0;0
56;10;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4658;2876;89;105;0.0;0;0.0;0.0;0.0;1.0;0
80;23;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;1.0;4291;2893;1172;1333;0.0;124;0.0;0.0;0.0;1.0;0
108;29;0.0;1.0;0.0;1;1.0;0.0;1.0;0.0;1.0;4948;91667;1791;1207;0.0;72;0.0;0.0;0.0;1.0;0
129;30;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4902;20969;697;603;0.0;85;1.0;0.0;0.0;1.0;0
78;25;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;3939;5714;789;1756;0.0;130;0.0;0.0;0.0;1.0;0
83;19;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4790;211734;54477;3008;0.0;83;0.0;0.0;0.0;0.0;0
91;23;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4915;60591;239;591;0.0;23;0.0;0.0;0.0;1.0;0
58;13;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4574;17765;471;951;0.0;160;0.0;0.0;0.0;1.0;0
73;23;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;4223;19324;293;467;0.0;68;0.0;0.0;0.0;0.0;0
92;31;0.0;1.0;1.0;1;1.0;0.0;0.0;0.0;0.0;4933;2712;144;194;0.0;74;0.0;0.0;0.0;1.0;0
119;34;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4873;3054;96;400;0.0;30;0.0;0.0;0.0;1.0;0
106;31;0.0;1.0;1.0;1;1.0;0.0;1.0;0.0;0.0;4898;38062;386;284;0.0;111;0.0;0.0;0.0;1.0;0
94;31;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;1.0;4620;1943;171;435;0.0;23;1.0;1.0;0.0;1.0;0
27;6;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4133;8483;379;402;0.0;2;0.0;0.0;0.0;1.0;0
129;42;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4889;12671;123;298;0.0;31;0.0;0.0;0.0;1.0;0
86;24;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;4957;11090;968;1886;0.0;10;0.0;0.0;0.0;0.0;0
40;7;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;4839;2982;774;424;0.0;58;0.0;0.0;0.0;1.0;0
107;31;0.0;1.0;0.0;1;1.0;0.0;1.0;0.0;1.0;4297;107998;591;0;0.0;20;0.0;0.0;0.0;1.0;0
56;8;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4324;50044;734;433;0.0;152;0.0;0.0;0.0;1.0;0
84;30;1.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;3938;1024;76;224;0.0;0;0.0;0.0;0.0;1.0;0
48;11;0.0;1.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4740;11934;326;235;0.0;120;0.0;0.0;0.0;1.0;0
116;31;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4922;26719;2514;694;0.0;62;1.0;0.0;0.0;1.0;0
69;24;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;4627;121997;2162;593;0.0;54;0.0;0.0;0.0;1.0;0
92;28;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;4941;6512;250;0;0.0;133;0.0;0.0;0.0;1.0;0
88;26;0.0;1.0;1.0;1;1.0;0.0;1.0;0.0;0.0;4211;103947;622;506;0.0;99;0.0;0.0;0.0;1.0;0
27;5;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;5125;31196;696;254;0.0;62;0.0;0.0;0.0;1.0;0
129;37;1.0;0.0;0.0;1;1.0;0.0;1.0;0.0;0.0;4348;7674;1350;64;0.0;146;0.0;0.0;0.0;1.0;0
34;7;0.0;0.0;0.0;1;1.0;0.0;0.0;0.0;0.0;3825;197;21;189;0.0;0;0.0;1.0;0.0;1.0;0
119;25;0.0;0.0;0.0;1;1.0;0.0;1.0;0.0;1.0;3691;39616;1011;2;0.0;27;0.0;0.0;0.0;1.0;0
